Topics,Menus,Title,Authors,Date,Images,Text
Business,/business/energy/,Biden administration approves massive Willow oil project in Alaska,Nichola Groom,2023-03-13 22:58:00+00:00,,"LOS ANGELES/WASHINGTON, March 13 (Reuters) - The Biden administration is approving a scaled-back version of ConocoPhillips' (COP.N) $7 billion oil and gas drilling Willow project in Alaska, the U.S. Department of Interior said on Monday, drawing cheers from Alaskan officials and the oil industry but criticism from environmental advocates.
The decision follows an aggressive eleventh-hour campaign from opponents who had argued the development of the three drill sites in northwestern Alaska conflicts with President Joe Biden's highly publicized efforts to fight climate change and shift to cleaner sources of energy.
Alaska's elected officials say the project will create hundreds of jobs and bring billions of dollars in revenue to state and federal coffers. The state relies heavily on revenue from oil production, but output there has declined dramatically from its peak in the 1980s.
""I feel the people of Alaska have been heard,"" U.S. Representative Mary Peltola, a Democrat from Alaska, said on a call with reporters. ""The state of Alaska cannot carry the burden of solving our global warming issues alone.""
View 2 more stories 
The fate of the project has been closely watched as Biden seeks to balance his goals of decarbonizing the U.S. economy and restoring U.S. leadership on climate change while also increasing domestic fuel supplies to keep prices low.
The United Nations, which has urged nations to accelerate the transition away from fossil fuels, criticized the move.
""These are not projects that move us in the right direction,"" spokesperson Stephane Dujarric told reporters when asked about the Willow approval.
The Interior Department approved the project with three drill pads after saying last month it was concerned about the greenhouse gas impacts of Willow. ConocoPhillips had sought to build up to five drill sites and project infrastructure including dozens of miles of roads and pipelines and seven bridges.
[1/4] A polar bear keeps close to her young along the Beaufort Sea coast in Arctic National Wildlife Refuge, Alaska in a March 6, 2007 REUTERS/Susanne Miller/USFWS/handout/File Photo
The agency said the smaller scope will reduce the impact on habitats for species like polar bears and yellow-billed loons.
The administration also announced late on Sunday sweeping new protections for undisturbed Alaskan lands and waters that would keep nearly 3 million acres of the Beaufort Sea in the Arctic Ocean ""indefinitely off limits"" for oil and gas leasing, effectively closing off U.S. Arctic waters to oil exploration. It also issued protections for 13 million acres of ""ecologically sensitive"" special areas within Alaska's petroleum reserve.
Environmental groups, however, criticized the Biden administration, saying it was trying to have it ""both ways"" on climate change.
""Promoting clean energy development is meaningless if we continue to allow corporations to plunder and pollute as they wish,” Food & Water Watch Executive Director Wenonah Hauter said.
Green groups have said they would challenge Willow in court. U.S. Senator Dan Sullivan of Alaska said the congressional delegation is expecting an imminent legal challenge and is preparing an amicus brief to defend the project.
Houston-based ConocoPhillips welcomed Monday's decision, having already endorsed the trimmed-down version of the project.
""This was the right decision for Alaska and our nation,"" ConocoPhillips Chief Executive Ryan Lance said in a statement.
U.S. Senator Lisa Murkowski, an Alaska Republican, on Monday welcomed the ""good news,"" saying ""this will mean jobs and revenue for Alaska"" by bringing upwards of 180,000 barrels of oil per day into the Trans Alaska Pipeline.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/energy/,BP recommends vote against climate activist resolution at April 27 AGM,Reuters,2023-03-13 16:12:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/QAZLDCN3LFO65N4V27UIE7LXKU.jpg,"LONDON, March 13 (Reuters) - BP's (BP.L) board recommended on Monday that shareholders vote against a climate activist resolution asking for more emissions cuts by 2030 at its April 27 shareholder meeting.
Activist group Follow This said in December it had co-filed resolutions with six major institutional investors managing $1.3 trillion in assets ahead of the annual general meetings of BP, Chevron (CVX.N), Exxon Mobil (XOM.N) and Shell (SHEL.L).
Follow This wants the companies to commit to absolute emissions cuts by 2030 in line with the Paris climate deal, including emissions from the combustion of the fuels they sell, known as Scope 3 emissions.
BP called the Follow This resolution ""unclear"", ""simplistic"" and ""disruptive"" and said it encroached on the board's responsibility to set the firm's strategy.
Scientists say the world needs to cut greenhouse gas emissions by 43% by 2030, compared to 2019 levels, to have any hope of meeting Paris Agreement goal of keeping warming well below 2 degrees Celsius above pre-industrial levels.
View 2 more stories 
BP rowed back on plans to slash oil and gas output and emissions last month. It now aims to produce 2 million barrels of oil equivalent per day by 2030, down just 25% from 2019 levels compared with previous plans for a 40% cut.
As a result, BP reduced its ambitions to cut emissions from fuels sold to customers to 20%-30% by 2030, from 35%-40%.
""BP’s reversal was a wake-up call for institutional investors, asset managers and pension funds,"" said Mark van Baal, founder of Follow This.
""Paris-aligned voting has to regain momentum in 2023.""
Last year, shareholder support for Follow This' resolution fell to around 15% of BP shareholders from around 21% the previous year.
Two of the UK's largest pension schemes will vote against the renewal of top directors at BP and Shell (SHEL.L) unless both companies strengthen commitments to tackling carbon emissions, the Financial Times reported.
The Follow This resolution needs 75% of votes to pass. BP said its board did not consider the activist resolution to be in the company's or its shareholders' best interests.
Our Standards: The Thomson Reuters Trust Principles.
"
Sustainable Markets,/business/energy/,BP recommends vote against climate activist resolution at April 27 AGM,Reuters,2023-03-13 16:12:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/QAZLDCN3LFO65N4V27UIE7LXKU.jpg,"LONDON, March 13 (Reuters) - BP's (BP.L) board recommended on Monday that shareholders vote against a climate activist resolution asking for more emissions cuts by 2030 at its April 27 shareholder meeting.
Activist group Follow This said in December it had co-filed resolutions with six major institutional investors managing $1.3 trillion in assets ahead of the annual general meetings of BP, Chevron (CVX.N), Exxon Mobil (XOM.N) and Shell (SHEL.L).
Follow This wants the companies to commit to absolute emissions cuts by 2030 in line with the Paris climate deal, including emissions from the combustion of the fuels they sell, known as Scope 3 emissions.
BP called the Follow This resolution ""unclear"", ""simplistic"" and ""disruptive"" and said it encroached on the board's responsibility to set the firm's strategy.
Scientists say the world needs to cut greenhouse gas emissions by 43% by 2030, compared to 2019 levels, to have any hope of meeting Paris Agreement goal of keeping warming well below 2 degrees Celsius above pre-industrial levels.
View 2 more stories 
BP rowed back on plans to slash oil and gas output and emissions last month. It now aims to produce 2 million barrels of oil equivalent per day by 2030, down just 25% from 2019 levels compared with previous plans for a 40% cut.
As a result, BP reduced its ambitions to cut emissions from fuels sold to customers to 20%-30% by 2030, from 35%-40%.
""BP’s reversal was a wake-up call for institutional investors, asset managers and pension funds,"" said Mark van Baal, founder of Follow This.
""Paris-aligned voting has to regain momentum in 2023.""
Last year, shareholder support for Follow This' resolution fell to around 15% of BP shareholders from around 21% the previous year.
Two of the UK's largest pension schemes will vote against the renewal of top directors at BP and Shell (SHEL.L) unless both companies strengthen commitments to tackling carbon emissions, the Financial Times reported.
The Follow This resolution needs 75% of votes to pass. BP said its board did not consider the activist resolution to be in the company's or its shareholders' best interests.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,First Republic Bank weighing options including sale - Bloomberg News,Reuters,2023-03-16 00:25:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/XE7TSTBDVBLFRGPKYJOW6XQBEM.jpg,"March 15 (Reuters) - U.S. private lender First Republic Bank (FRC.N) is exploring strategic options including a sale, Bloomberg reported on Wednesday, citing people with knowledge of the matter.
The troubled bank is weighing options for shoring up its liquidity and it is expected to draw interest from larger rivals, according to the report.
First Republic Bank did not immediately respond to a Reuters' request for comment on the report.
The report follows the bank's rating downgrade by ratings agencies Fitch and S&P earlier in the day, citing risks to the its funding and liquidity.
Shares of the bank have slumped on fears of a bank contagion following the collapse of SVB Financial Group (SIVB.O) and Signature Bank (SBNY.O).
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/energy/,Exxon considers selling stake in LNG terminal offshore Italy,Sabrina Valle,2023-03-15 19:20:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/KBFDK2H7Z5M75BNYJH7JWALLJM.jpg,"HOUSTON, March 15 (Reuters) - Exxon Mobil Corp (XOM.N) is considering selling its majority stake in Italy's main regasification terminal as part of a wider strategy to divest from noncore assets, the company said in a statement on Wednesday.
The Rovigo liquefied natural gas (LNG) terminal is owned by Exxon's subsidiary ExxonMobil Italiana Gas (70.7%), QatarEnergy subsidiary Qatar Terminal Company Limited (22%) and Snam Spa (SRG.MI) (7.3%).
Snam, an Italian gas grid operator, has the first right of refusal should a partner decide to divest.
Exxon said that while it was verifying market interest, it had not made a decision about a potential sale and has not identified a buyer at this early stage.
""Tests like this are consistent with our focused investment strategy, highlighting our willingness to divest noncore assets to those who can derive greater value,"" Exxon spokesperson Meghan Macdonald said.
View 2 more stories 
The offshore terminal, managed by Italy's Terminale GNL Adriatico, is located in the northern Adriatic Sea, about 15 km off Porto Viro in the Veneto region. The facility has recently had its regasification capacity expanded to 9 billion cubic meters of natural gas per year.
Any transaction would not impact Exxon's imports of LNG into the Adriatic LNG terminal, or affect its interest in the Italian and European markets as a natural gas supplier, the company said.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/energy/,Siemens Energy sells $1.3 billion in shares to help fund Gamesa bid,Emma-Victoria Farr,2023-03-16 11:23:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/22YV6EVOVJIFFC7KNOCBONTZCA.jpg,"FRANKFURT/LONDON, March 16 (Reuters) - Siemens Energy (ENR1n.DE) raised 1.259 billion euros ($1.33 billion) via the sale of new shares to help fund its takeover of wind turbine maker Siemens Gamesa.
Siemens Energy in November launched a bid for the remaining stake it did not already own in Siemens Gamesa, frustrated by a number of profit warnings at the division that had become a problem for its parent as well.
To help fund the 4.05 billion euro bid, Siemens Energy sold around 72.7 million new shares to institutional investors at 17.32 euros apiece, it said, equating to a discount of 5% to Wednesday's closing price.
Siemens Energy shares were up 1.8% following the share sale on Thursday.
""We are very pleased to see that institutional investors, amongst others ... are confident in our strategy to become the leader in the energy transition,"" Siemens Energy Chief Financial Officer Maria Ferraro said.
""The capital increase was almost four times covered. The successful placement of new shares is an important milestone in the refinancing of our cash tender offer for Siemens Gamesa and supports our solid investment grade credit rating,"" she added.
View 2 more stories 
A spokesperson for Siemens Energy said that BNP Paribas Energy Transition Fund (BNPP.PA) had subscribed to around 10% of the new shares, translating into a stake of 0.9% in Siemens Energy.
Major shareholder Siemens (SIEGn.DE), which has repeatedly ruled out investing further capital in Siemens Energy, said its direct stake was diluted to 32% from 35%.
The share sale means that Siemens Energy's share capital will be increased by 10% through the issuing of the new shares, which carry full dividend rights for the current fiscal year.
Citigroup (C.N) and SocGen (SOGN.PA) acted as joint global coordinators on the deal alongside joint bookrunners UniCredit in cooperation with Kepler Cheuvreux and HSBC.
($1 = 0.9455 euros)
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Emma-Victoria reports on mergers and acquisitions across Europe, with previous experience at Mergermarket, Bloomberg, The Daily Telegraph and Deutsche Presse Agentur.
"
Fuel Oil,/business/energy/,Siemens Energy sells $1.3 billion in shares to help fund Gamesa bid,Emma-Victoria Farr,2023-03-16 11:23:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/22YV6EVOVJIFFC7KNOCBONTZCA.jpg,"FRANKFURT/LONDON, March 16 (Reuters) - Siemens Energy (ENR1n.DE) raised 1.259 billion euros ($1.33 billion) via the sale of new shares to help fund its takeover of wind turbine maker Siemens Gamesa.
Siemens Energy in November launched a bid for the remaining stake it did not already own in Siemens Gamesa, frustrated by a number of profit warnings at the division that had become a problem for its parent as well.
To help fund the 4.05 billion euro bid, Siemens Energy sold around 72.7 million new shares to institutional investors at 17.32 euros apiece, it said, equating to a discount of 5% to Wednesday's closing price.
Siemens Energy shares were up 1.8% following the share sale on Thursday.
""We are very pleased to see that institutional investors, amongst others ... are confident in our strategy to become the leader in the energy transition,"" Siemens Energy Chief Financial Officer Maria Ferraro said.
""The capital increase was almost four times covered. The successful placement of new shares is an important milestone in the refinancing of our cash tender offer for Siemens Gamesa and supports our solid investment grade credit rating,"" she added.
View 2 more stories 
A spokesperson for Siemens Energy said that BNP Paribas Energy Transition Fund (BNPP.PA) had subscribed to around 10% of the new shares, translating into a stake of 0.9% in Siemens Energy.
Major shareholder Siemens (SIEGn.DE), which has repeatedly ruled out investing further capital in Siemens Energy, said its direct stake was diluted to 32% from 35%.
The share sale means that Siemens Energy's share capital will be increased by 10% through the issuing of the new shares, which carry full dividend rights for the current fiscal year.
Citigroup (C.N) and SocGen (SOGN.PA) acted as joint global coordinators on the deal alongside joint bookrunners UniCredit in cooperation with Kepler Cheuvreux and HSBC.
($1 = 0.9455 euros)
Our Standards: The Thomson Reuters Trust Principles.
Thomson Reuters
Emma-Victoria reports on mergers and acquisitions across Europe, with previous experience at Mergermarket, Bloomberg, The Daily Telegraph and Deutsche Presse Agentur.
"
Business,/business/finance/,Mexico's Mifel head says still bidding for Citigroup's Mexican retail unit,Valentine Hilaire,2023-03-15 17:37:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/TZWJTNB4NNI3LBWSU2GW7WXPCU.jpg,"MERIDA, Mexico, March 15 (Reuters) - Mexico's Mifel bank is still in the bidding process for Citigroup's (C.N) Mexican retail bank Citibanamex, Mifel's head Daniel Becker told Reuters on Wednesday.
""Yes, we are still in the process,"" Becker said in an interview without giving details.
U.S. banking giant Citigroup is offloading its Mexican retail unit, also known locally as Banamex, as part of Chief Executive Officer Jane Fraser's efforts to simplify the firm.
Mifel is battling billionaire German Larrea's conglomerate Grupo Mexico (GMEXICOB.MX), which has secured a $5 billion debt package for its proposed Banamex acquisition, people familiar with the matter said last month.
Larrea emerged as the front-runner to buy Banamex over Mifel's Becker, the sources said at the time.
Other potential buyers have included fellow Mexican billionaire Carlos Slim and Spanish bank Santander, who also showed interest in Banamex but have since dropped out of the race.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,"No pressure to raise interest rates on deposits, UniCredit CEO says",Valentina Za,2023-03-15 13:23:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/7AASFVVIKNJX3DIXBAA3BGYWYM.jpg,"MILAN, March 15 (Reuters) - UniCredit (CRDI.MI) is not under pressure to raise the interest rates it pays on retail deposits, which account for about 60% of its deposit base and are ""very sticky"", Chief Executive Andrea Orcel said on Wednesday.
Addressing a Morgan Stanley banking conference in London, Orcel generally dismissed concerns about European banks after the failures of U.S. peers Silicon Valley Bank and Signature Bank.
""Most banks have liquidity ratios that are off the charts,"" he said, adding that the European Central Bank would only be forced to intervene in case of a ""dramatic dislocation"" which at present there is no reason to fear.
A stable deposit base is widely seen as one of the bulwarks protecting European banks from the issues faced by the two failed U.S. lenders.
Large European banks, Orcel said, ""have been holding the line"" on 'deposit betas', meaning the percentage of interest rate rises that are passed on to customers as the ECB increases the cost of credit.
View 2 more stories 
In answer to a question on the fallout from the SVB crisis, Orcel said the bank faced ""absolutely no pressure"" to shift its stance regarding retail deposits.
It has, however, already passed higher rates on to corporate clients and will continue to do so this year.
""The impact we've had from corporate has already bled through and we are anticipating the final bleed ... this year. And the rest is very, very, very stable,"" he said.
""Now people are probably more worried about making sure that [money]'s there and safe"" rather than seeking higher rates by moving their current account, he said.
Orcel's comments echoed those of Intesa Sanpaolo (ISP.MI) Finance Chief Stefano Del Punta who on Tuesday told the same conference that Intesa was not repricing retail deposits, but offered instead money market products.
Like UniCredit, Intesa differentiates between retail and corporate clients and it is paying the Euribor rate to its main large corporate clients after charging them a negative 50 basis points on their deposits in past years.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,Crown Agents Bank owner explores sale of British payments group –sources,Pablo Mayo Cerqueiro,2023-03-15 06:07:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/3UW7QABRRVPGRE5ZB4MRZ66HC4.jpg,"LONDON, March 15 (Reuters) - Helios Investment Partners has been working with advisers to sell a stake in Crown Agents Bank, a British provider of cross-border payments, sources familiar with the matter told Reuters.
The private equity investor has engaged Barclays Plc (BARC.L) and JPMorgan & Co (JPM.N) to explore strategic options, including a private sale and a domestic float, said the sources, who asked not to be named discussing private information.
Helios had been preparing to list Crown Agents Bank's shares as soon as next quarter, in what would be Britain's first major initial public offering (IPO) since Ithaca Energy (ITH.L) in November, one source said.
But the timing of a float remains open, another source said, after the collapse of U.S. lender Silicon Valley Bank last week sent jitters across equity markets.
Meanwhile, banks are sounding out buyers as an alternative to a listing, with indicative offers expected in the coming weeks, one source said.
View 2 more stories 
Spokespeople for Barclays and Helios declined to comment. Spokespeople for Crown Agents Bank and JPMorgan did not return requests for comment.
Sources disagreed on the potential price tag for Crown Agents Bank, with two of them placing it at up to 800 million pounds ($973.68 million) and another at well above 1 billion pounds.
However, they concurred that its valuation would be informed by that of British payments giant Wise (WISEa.L).
Shares in Wise have slid more than 40% since the group's landmark direct listing in 2021 and are down almost 3% this year amid market turbulence.
It trades at about 45 times its earnings for the last 12 months and 26 times its earnings before interest, tax, depreciation and amortisation (EBITDA), including debt.
Crown Agents Bank, which focuses on emerging markets, posted operating income for 2021 of 53 million pounds, up from 33 million the year prior, along with a twelvefold increase in profits to close to 9 million pounds. Its EBITDA stood at 16 million pounds.
The explorations come after IPO levels in London plunged by roughly 90% last year and global merger and acquisitions (M&A)activity contracted on the back of rising interest rates and economic uncertainty.
A float would come as a win for London, where local technology companies have been looking overseas for a potential IPO home.
($1 = 0.8216 pounds)
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,First Republic spoke to private equity before securing financing -sources,Reuters,2023-03-15 12:59:00+00:00,,"NEW YORK, March 15 (Reuters) - First Republic Bank (FRC.N) spoke to at least one private equity firm about raising capital before it secured financing from JPMorgan Chase & Co (JPM.N) and U.S. authorities intervened with support for the industry, two sources familiar with the matter said.
The conversations, which have not been previously reported, shed new light on the frenzied activity that took place over the weekend after the collapse of Silicon Valley Bank, as other lenders under pressure looked for ways to restore investor confidence.
First Republic had various approaches and ideas put to it, a third source familiar with the matter said, adding that private equity firms have capital to deploy and were looking for opportunities.
They added that the private equity deal talks ended once First Republic announced its credit line with JPMorgan.
First Republic was not immediately available for comment.
The approach came prior to the U.S. Federal Reserve and other regulators on Sunday evening announced a series of emergency measures to shore up confidence in the banking system, which took away some of the urgency to do a deal, the sources said.
View 2 more stories 
First Republic said on Sunday night it had secured additional financing through JPMorgan, giving it access to a total of $70 billion in funds through various sources. The additional borrowing capacity from the Fed as well as that from JPMorgan had boosted the amount of liquidity it had available.
JPMorgan did not immediately respond to requests for comment.
Shares of First Republic slumped more than 60% on Monday on fears of bank contagion following the collapse of SVB Financial Group (SIVB.O) and Signature Bank (SBNY.O). SVB had seen flight of deposits, many of which were uninsured. First Republic's shares recovered a part of their losses on Tuesday, rising 27%.
One of the sources said other banks, too, had looked for capital but after the administration's emergency measures on Sunday and a rout in bank stocks the following day, any deals would likely take time.
In some cases, the situation had flipped from banks looking for capital to investors seeking bargains, one of the sources said.
Founded in 1985, First Republic had $212 billion in assets and $176.4 billion in deposits as of the end of last year, according to its annual report.
About 70% of its deposits are uninsured, above the median of 55% for medium-sized banks and the third highest in the group after Silicon Valley Bank and Signature Bank, according to a Bank of America note.
The White House on Tuesday weighed in, with an official saying it is carefully monitoring developments at First Republic and other smaller banks after actions to protect depositors.
The official said the U.S. banking system was in ""a vastly better position right now"" than if the actions had not been taken and depositors should have confidence their funds would be protected.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,"Charles Schwab CEO says firm has liquidity, not seeking capital or deals",Lananh Nguyen,2023-03-15 02:18:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/FXJCIBRJVBKVTOXMBS7B6Q5LHA.jpg,"NEW YORK, March 14 (Reuters) - Charles Schwab (SCHW.N) has ample liquidity, the chief executive of the bank and brokerage said on Tuesday, moving to allay concerns about a ""doomsday scenario"" that has weighed broadly on bank stocks after the failure of two U.S. lenders since Friday.
""We have not raised capital and we are not in the market at this point for M&A transactions,"" Walt Bettinger, CEO of Charles Schwab, told Reuters in an interview.
The firm had seen an influx of $4 billion in assets to its parent company on Friday as clients moved assets to Schwab from other firms, Bettinger said.
Schwab on Monday reported that total client assets had slid to $7.38 trillion in February, down 4% compared with a year ago.
Bettinger said Schwab was comfortable with the assets on its bank portfolio, which is separate from its brokerage business. He contrasted it with the portfolios of other companies that had run into trouble.
View 2 more stories 
""Our available for-sale portfolio is short in duration and high in quality, and our held-to-maturity is slightly longer in duration but still short compared to many people, and very high-quality,"" said Bettinger, who has led Schwab since the 2008 financial crisis.
Banks can classify bonds as ""held-to-maturity"" (HTM) and are not required to count changes in value if the securities are kept until they are repaid, or they can keep the bonds as ""available-for-sale"" (AFS), which means they must count unrealized losses against capital, but are free to sell the securities at any time.
Schwab's shares closed 9.2% higher at $56.68 on Tuesday, along with a broad rise in bank stocks. But Schwab shares are still down 25.6% from their close last Wednesday, the day before many bank shares began a downward spiral in reaction to problems at Silicon Valley Bank (SIVB.O). Regulators shut SVB on Friday.
The banking collapse has roiled global markets. Even though fears of a contagion have eased, concerns remain. The S&P 500 regional banks index (.SPLRCBNKS) is down 26% over the past five sessions.  read more 
""I appreciate and understand the doomsday scenario but I also think getting the facts out is very important - that our clients are not reacting in the manner that the doomsday scenario would indicate,"" Bettinger said.
Richard Repetto, a managing director at Piper Sandler, said that, compared with many regional banks that have come under pressure in the last week, Schwab had higher unrealized securities portfolio losses relative to its capital levels.
""That said, due to robust supplemental liquidity sources, we think it is very unlikely that SCHW (Schwab) will ever need to sell HTM securities to meet deposit withdrawal requests,"" with $150 billion to $200 billion of available liquidity, he said in a note to clients on Monday.
Downward pressure on Schwab's stock eased after Bettinger told CNBC earlier on Tuesday that he had bought 50,000 Schwab shares, while billionaire investor Ron Baron said he had ""modestly increased"" his position in Schwab.
About 82% of deposits held by Schwab were insured, falling under the Federal Deposit Insurance Corporation's limit of $250,000.
The bank said on Monday it had ""access to significant liquidity"", including an estimated $100 billion of cash flow from cash on hand, portfolio-related cash flows, plus new assets.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/autos-transportation/,VW's Skoda in final stages of exit from Russia,Reuters,2023-03-16 11:56:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/FMQGMMFEYVOQRELFYP3WMDVRFE.jpg,"PRAGUE, March 16 (Reuters) - Czech carmaker Skoda Auto, part of the Volkswagen Group (VOWG_p.DE), is in the final stages of quitting Russia after taking an almost 700 million euros ($742 million) hit from the impact of Moscow's war in Ukraine, its CEO said on Thursday.
Skoda, the leader of a Czech car sector that is the backbone of the country's industrial output, has seen its Russian operation hit hard by the disruptions caused by the war and by Western sanctions imposed on Russia.
The carmaker said on Thursday its net profit dropped 11.7% to 489 million euros in 2022, affected also by a steep rise in material prices and global supply chain bottlenecks.
Skoda's deliveries in Russia plummeted to 18,300 cars in 2022 from 90,400 in 2021, when the country was Skoda's second-largest market.
""The talks (on the sale) are in the final stages, but I can't give you details until they are agreed by all parties,"" Chief Executive Klaus Zellmer told an annual press conference streamed online.
View 2 more stories 
He said Skoda aimed to replace lost Russian production at its other plants around the globe.
Volkswagen brand chief executive Thomas Schaefer made similar comments on Thursday.
On prospects for this year, Skoda board member for sales, Martin Jahn, said production and sales should exceed last year, when global deliveries dropped to 731,300 cars.
This should be helped in part by Skoda's upcoming entry into the Vietnamese market, where it will start selling its cars in the second quarter. Jahn estimated the initial potential at 30,000 cars.
Skoda will also take over strategic management of Volkswagen's expansion in South East Asia.
($1 = 0.9430 euros)
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/autos-transportation/,"VW's Skoda in final stages of deal to sell Russian assets, says CEO",Reuters,2023-03-16 09:40:00+00:00,,"PRAGUE, March 16 (Reuters) - Czech carmaker Skoda Auto, part of the Volkswagen Group (VOWG_p.DE), is in the final stages of a deal to sell its assets in Russia, chief executive Klaus Zellmer said on Thursday.
Our Standards: The Thomson Reuters Trust Principles.
"
Financial Results,/business/autos-transportation/,"VW's Skoda in final stages of deal to sell Russian assets, says CEO",Reuters,2023-03-16 09:40:00+00:00,,"PRAGUE, March 16 (Reuters) - Czech carmaker Skoda Auto, part of the Volkswagen Group (VOWG_p.DE), is in the final stages of a deal to sell its assets in Russia, chief executive Klaus Zellmer said on Thursday.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,Japan bank lobby chief sees no signs of contagion from Credit Suisse woes,Makiko Yamazaki,2023-03-16 08:41:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/Q3QBQFAWCVPLNM4TE4VHWS45SM.jpg,"TOKYO, March 16 (Reuters) - The head of Japan's banking lobby said on Thursday that there are no signs at the moment of the Japanese financial system being affected by a crisis of confidence in Credit Suisse (CSGN.S), as the country's banks are well-capitalised.
A plunge in shares of Credit Suisse has renewed fears of a full-blown banking crisis, causing a rout in global bank shares. Credit Suisse later announced it would borrow up to 50 billion Swiss francs ($54 billion) from the Swiss central bank.
""Global banks have beefed up their risk controls over capital and liquidity"" since the 2008 global financial crisis, Junichi Hanzawa, chairman of the Japanese Bankers Association, told reporters.
""European banks generally have solid capital ratios, and so do Japanese banks,"" said Hanzawa, also the chief executive of MUFG Bank (8306.T).
He also said systemic risks from the collapse of U.S.-based Silicon Valley Bank have been reduced since the Federal Reserve's decision to backstop all depositors.
View 2 more stories 
Losses in Silicon Valley Bank's bond portfolio have highlighted similar risks for Japanese lenders' gigantic foreign bond holdings and their relatively low loan-to-deposit ratios.
Hanzawa assured of the health of the Japanese banking sector, saying that major banks have hedged their positions in foreign bonds and regional banks have already sold substantial amounts of them.
But he warned that the Silicon Valley Bank case showed that a bank run and a subsequent collapse can happen in a matter of a few days even when risk management at banks has been improved.
He also said the environment surrounding the financial market is changing drastically due to inflation, interest rate movements and geopolitical risks.
""We need to closely monitor economic and market situations including credit costs at individual banks,"" he said.
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,Jefferies sees softer impact of Credit Suisse crisis on India,Reuters,2023-03-16 08:04:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/Z7VCVZB77JK3HGNX7575QGNG6M.jpg,"March 16 (Reuters) - India's banking sector will likely have a softer impact from the troubles at Credit Suisse (CSGN.S), given the Swiss lender's relatively small presence in the country, equity analysts at Jefferies said on Thursday.
Credit Suisse has a 1.5% share among foreign banks' assets in India and a 'small' 0.1% share of overall banking assets in the country, Jefferies estimated. It has only 1 branch in India and total assets of over 200 billion rupees ($2.42 billion), it said.
""Given the relevance of Credit Suisse to India's banking sector, we see softer adjustments in assessment of counter-party risks, especially in the derivative market,"" analysts Prakhar Sharma and Vinayak Agarwal said in a note.
Earlier in the day, Credit Suisse (CSGN.S) said it would borrow up to $54 billion from the Swiss central bank to shore up liquidity and investor confidence after a slump in its shares intensified fears about a global banking crisis.
View 2 more stories 
Credit Suisse, Switzerland's second-biggest bank, is the first major global bank to be given an emergency lifeline since the 2008 financial crisis and its problems have raised serious doubts over whether central banks will be able to sustain their fight against inflation with aggressive interest rate hikes.
Those fears have roiled financial markets globally as well as in India.
Jefferies said it would watch out for liquidity issues and any rub-off on counter-party risk assessment on Indian banks, especially in derivatives.
The brokerage expects the Reserve Bank of India to keep a close watch on liquidity issues and counter-party exposures, and intervene if necessary.
This may also lead to institutional deposits moving more towards larger or quality banks, Jefferies said.
($1 = 82.6530 Indian rupees)
Our Standards: The Thomson Reuters Trust Principles.
"
Business,/business/finance/,French insurer AXA outlines bond exposure to SVB and US regional banks,Reuters,2023-03-16 07:03:00+00:00,https://cloudfront-us-east-2.images.arcpublishing.com/reuters/IUH3EOA2DNPVNIZYPX72EMQFGI.jpg,"PARIS, March 16 (Reuters) - French insurer AXA (AXAF.PA) has a relatively small corporate bond exposure to Silicon Valley Bank (SIVB.O), group Deputy CEO Frederic de Courtois told a Morgan Stanley investor conference this week.
""On direct impact, we have 66 million corporate bond exposure to SVB. I would qualify this as an immaterial impact for us. On regional banks of the size and the type of SVB, the lightly regulated regional banks, we have about 300 million exposure on corporate bonds,"" he said.
The details of his March 15 presentation at the conference were made available on AXA's website. Courtois did not specify to which currency he was referring, in his comments on AXA's exposure.
Our Standards: The Thomson Reuters Trust Principles.
"
